number,word,phoneme,syllabify,phoneme_syllabify,method
24870,serasah,sərasah,se.ra.sah,sə.ra.sah,manual
24871,serasa,sərasa,se.ra.sa,sə.ra.sa,manual
24872,sera,səra,se.ra,sə.ra,manual
24873,serasi,sərasi,se.ra.si,sə.ra.si,manual
24874,seratah,səratah,se.ra.tah,sə.ra.tah,manual
24875,serata,sərata,se.ra.ta,sə.ra.ta,manual
24876,serati,sərati,se.ra.ti,sə.ra.ti,manual
24877,serat,sərat,se.rat,sə.rat,manual
24878,seratung,səratuŋ,se.ra.tung,sə.ra.tuŋ,manual
24879,seratus,səratus,se.ra.tus,sə.ra.tus,manual
24880,serau,sərau,se.rau,sə.rau,manual
24881,seraut,səraut,se.ra.ut,sə.ra.ut,manual
24882,serawak,sərawaʔ,se.ra.wak,sə.ra.waʔ,LLM
24883,serawal,sərawal,se.ra.wal,sə.ra.wal,manual
24884,seraya,səraja,se.ra.ya,sə.ra.ja,manual
24885,serbaguna,sərbaguna,ser.ba.gu.na,sər.ba.gu.na,manual
24886,serbak,sərbaʔ,ser.bak,sər.baʔ,manual
24887,serbaneka,sərbaneka,ser.ba.ne.ka,sər.ba.ne.ka,manual
24888,serban,sərban,ser.ban,sər.ban,manual
24889,serbasama,sərbasama,ser.ba.sa.ma,sər.ba.sa.ma,manual
24890,serba,sərba,ser.ba,sər.ba,LLM
24891,serbat,sərbat,ser.bat,sər.bat,manual
24892,serbet,sərbet,ser.bet,sər.bet,manual
24893,serbih,sərbih,ser.bih,sər.bih,LLM
24894,serbi,sərbi,ser.bi,sər.bi,LLM
24895,serbuan,sərbuan,ser.bu.an,sər.bu.an,LLM
24896,serbuk,sərbuʔ,ser.buk,sər.buʔ,manual
24897,serbu,sərbu,ser.bu,sər.bu,manual
24898,serdadu,sərdadu,ser.da.du,sər.da.du,manual
24899,serdak,sərdaʔ,ser.dak,sər.daʔ,manual
24900,serdam,sərdam,ser.dam,sər.dam,manual
24901,serdang,sərdaŋ,ser.dang,sər.daŋ,manual
24902,serdawa,sərdawa,ser.da.wa,sər.da.wa,manual
24903,serdih,sərdih,ser.dih,sər.dih,manual
24904,serdi,sərdi,ser.di,sər.di,manual
24905,serealia,serealia,se.re.a.lia,se.re.a.lia,manual
24906,seregang,sərəgaŋ,se.re.gang,sə.rə.gaŋ,manual
24907,seregu,sərəgu,se.re.gu,sə.rə.gu,LLM
24908,seremban,sərəmban,se.rem.ban,sə.rəm.ban,manual
24909,seremonial,seremonial,se.re.mo.ni.al,se.re.mo.ni.al,manual
24910,seremoni,seremoni,se.re.mo.ni,se.re.mo.ni,manual
24911,serempak,sərəmpaʔ,se.rem.pak,sə.rəm.paʔ,manual
24912,serempet,sərempet,se.rem.pet,sə.rem.pet,manual
24913,serempu,sərəmpu,se.rem.pu,sə.rəm.pu,manual
24914,serendah,sərəndah,se.ren.dah,sə.rən.dah,manual
24915,serendeng,sərendeŋ,se.ren.deng,sə.ren.deŋ,manual
24916,serengam,sərəŋam,se.re.ngam,sə.rə.ŋam,manual
24917,serengeh,səreŋeh,se.re.ngeh,sə.re.ŋeh,manual
24918,serengit,sərəŋit,se.re.ngit,sə.rə.ŋit,manual
24919,sereng,səreŋ,se.reng,sə.reŋ,manual
24920,serenjak,sərəndʒaʔ,se.ren.jak,sə.rən.dʒaʔ,manual
24921,serenjang,sərəndʒaŋ,se.ren.jang,sə.rən.dʒaŋ,manual
24922,serentak,sərəntaʔ,se.ren.tak,sə.rən.taʔ,manual
24923,serenta,sərənta,se.ren.ta,sə.rən.ta,manual
24924,serep,serəp,se.rep,se.rəp,manual
24925,serep,sərəp,se.rep,sə.rəp,manual
24926,seret,seret,se.ret,se.ret,manual
24927,seret,səret,se.ret,sə.ret,manual
24928,seret,sərət,se.ret,sə.rət,manual
24929,sergah,sərgah,ser.gah,sər.gah,manual
24930,sergam,sərgam,ser.gam,sər.gam,manual
24931,sergapan,sərgapan,ser.ga.pan,sər.ga.pan,LLM
24932,sergap,sərgap,ser.gap,sər.gap,manual
24933,sergut,sərgut,ser.gut,sər.gut,manual
24934,serial,serial,se.ri.al,se.ri.al,manual
24935,seriap,səriap,se.ri.ap,sə.ri.ap,manual
24936,seriat,səriat,se.ri.at,sə.ri.at,manual
24937,seriawan,səriawan,se.ri.a.wan,sə.ri.a.wan,manual
24938,seribulan,səribulan,se.ri.bu.lan,sə.ri.bu.lan,manual
24939,seribu,səribu,se.ri.bu,sə.ri.bu,LLM
24940,seriding,səridiŋ,se.ri.ding,sə.ri.diŋ,manual
24941,serigala,sərigala,se.ri.ga.la,sə.ri.ga.la,manual
24942,serikat,sərikat,se.ri.kat,sə.ri.kat,manual
24943,serikaya,sərikaja,se.ri.ka.ya,sə.ri.ka.ja,manual
24944,serik,səriʔ,se.rik,sə.riʔ,manual
24945,serimala,sərimala,se.ri.ma.la,sə.ri.ma.la,manual
24946,serimpet,sərimpet,se.rim.pet,sə.rim.pet,manual
24947,serimpi,sərimpi,se.rim.pi,sə.rim.pi,manual
24948,serimpung,sərimpuŋ,se.rim.pung,sə.rim.puŋ,manual
24949,serindai,sərindai,se.rin.dai,sə.rin.dai,manual
24950,serindit,sərindit,se.rin.dit,sə.rin.dit,manual
24951,seringai,səriŋai,se.ri.ngai,sə.ri.ŋai,manual
24952,seringgit,səriŋgit,se.ring.git,sə.riŋ.git,LLM
24953,seringing,səriŋiŋ,se.ri.nging,sə.ri.ŋiŋ,manual
24954,seringkali,səriŋkali,se.ring.ka.li,sə.riŋ.ka.li,LLM
24955,seringnya,səriŋɲa,se.ring.nya,sə.riŋ.ɲa,LLM
24956,sering,səriŋ,se.ring,sə.riŋ,manual
24957,seriosa,seriosa,se.ri.o.sa,se.ri.o.sa,manual
24958,seri,seri,se.ri,se.ri,manual
24959,seri,səri,se.ri,sə.ri,manual
24960,serit,sərit,se.rit,sə.rit,manual
24961,serius,serius,se.ri.us,se.ri.us,manual
24962,serkah,sərkah,ser.kah,sər.kah,manual
24963,serkai,sərkai,ser.kai,sər.kai,manual
24964,serkap,sərkap,ser.kap,sər.kap,manual
24965,serkup,sərkup,ser.kup,sər.kup,manual
24966,serlah,sərlah,ser.lah,sər.lah,manual
24967,serling,sərliŋ,ser.ling,sər.liŋ,manual
24968,sermangin,sərmaŋin,ser.ma.ngin,sər.ma.ŋin,manual
24969,sernak,sərnaʔ,ser.nak,sər.naʔ,manual
24970,serobeh,sərobeh,se.ro.beh,sə.ro.beh,manual
24971,serobok,səroboʔ,se.ro.bok,sə.ro.boʔ,manual
24972,serobotan,sərobotan,se.ro.bo.tan,sə.ro.bo.tan,LLM
24973,serobot,sərobot,se.ro.bot,sə.ro.bot,manual
24974,seroja,sərodʒa,se.ro.ja,sə.ro.dʒa,manual
24975,serokan,serokan,se.rok.an,se.rok.an,manual
24976,serok,seroʔ,se.rok,se.roʔ,manual
24977,serologi,serologi,se.ro.lo.gi,se.ro.lo.gi,manual
24978,serombongan,səromboŋan,se.rom.bong.an,sə.rom.boŋ.an,LLM
24979,serombong,səromboŋ,se.rom.bong,sə.rom.boŋ,manual
24980,serompok,sərompoʔ,se.rom.pok,sə.rom.poʔ,manual
24981,serondok,sərondoʔ,se.ron.dok,sə.ron.doʔ,manual
24982,serondol,sərondol,se.ron.dol,sə.ron.dol,manual
24983,serondong,sərondoŋ,se.ron.dong,sə.ron.doŋ,manual
24984,serong,seroŋ,se.rong,se.roŋ,manual
24985,seronok,səronoʔ,se.ro.nok,sə.ro.noʔ,manual
24986,seropot,səropot,se.ro.pot,sə.ro.pot,manual
24987,sero,sero,se.ro,se.ro,manual
24988,serosoh,sərosoh,se.ro.soh,sə.ro.soh,manual
24989,serot,sərot,se.rot,sə.rot,manual
24990,seroyongan,sərojoŋan,se.ro.yong.an,sə.ro.joŋ.an,manual
24991,seroyong,sərojoŋ,se.ro.yong,sə.ro.joŋ,manual
24992,serpentina,sərpəntina,ser.pen.ti.na,sər.pən.ti.na,manual
24993,serpihan,sərpihan,ser.pih.an,sər.pih.an,manual
24994,serpih,sərpih,ser.pih,sər.pih,manual
24995,sersan,sersan,ser.san,ser.san,manual
24996,sersi,sersi,ser.si,ser.si,manual
24997,sertai,sərtai,ser.ta.i,sər.ta.i,LLM
24998,sertakan,sərtakan,ser.ta.kan,sər.ta.kan,LLM
24999,serta,sərta,ser.ta,sər.ta,manual
25000,sertifikasi,sertifikasi,ser.ti.fi.ka.si,ser.ti.fi.ka.si,manual
25001,sertifikat,sertifikat,ser.ti.fi.kat,ser.ti.fi.kat,manual
25002,sertu,sertu,ser.tu,ser.tu,manual
25003,sertu,sərtu,ser.tu,sər.tu,manual
25004,seruak,səruaʔ,se.ru.ak,sə.ru.aʔ,manual
25005,seruan,səruan,se.ru.an,sə.ru.an,manual
25006,seruas,səruas,se.ru.as,sə.ru.as,manual
25007,seruda,səruda,se.ru.da,sə.ru.da,manual
25008,serudi,sərudi,se.ru.di,sə.ru.di,manual
25009,serudukan,sərudukan,se.ru.duk.an,sə.ru.duk.an,manual
25010,seruduk,səruduʔ,se.ru.duk,sə.ru.duʔ,manual
25011,serugat,sərugat,se.ru.gat,sə.ru.gat,manual
25012,seruh,səruh,se.ruh,sə.ruh,manual
25013,seruit,səruit,se.ru.it,sə.ru.it,manual
25014,seruk,səruʔ,se.ruk,sə.ruʔ,manual
25015,seruling,səruliŋ,se.ru.ling,sə.ru.liŋ,manual
25016,serul,sərul,se.rul,sə.rul,manual
25017,serumah,sərumah,se.ru.mah,sə.ru.mah,manual
25018,serumpun,sərumpun,se.rum.pun,sə.rum.pun,manual
25019,serumpu,sərumpu,se.rum.pu,sə.rum.pu,LLM
25020,serum,serum,se.rum,se.rum,manual
25021,serunai,sərunai,se.ru.nai,sə.ru.nai,manual
25022,serundang,sərundaŋ,se.run.dang,sə.run.daŋ,manual
25023,serunda,sərunda,se.run.da,sə.run.da,manual
25024,serundeng,sərundeŋ,se.run.deng,sə.run.deŋ,manual
25025,serunjang,sərundʒaŋ,se.run.jang,sə.run.dʒaŋ,manual
25026,serun,serun,se.run,se.run,manual
25027,seruntun,səruntun,se.run.tun,sə.run.tun,manual
25028,serupa,sərupa,se.ru.pa,sə.ru.pa,manual
25029,serupih,sərupih,se.ru.pih,sə.ru.pih,manual
25030,seruput,səruput,se.ru.put,sə.ru.put,manual
25031,seruru,səruru,se.ru.ru,sə.ru.ru,manual
25032,seru,səru,se.ru,sə.ru,manual
25033,serutan,sərutan,se.rut.an,sə.rut.an,manual
25034,serut,sərut,se.rut,sə.rut,manual
25035,serutu,sərutu,se.ru.tu,sə.ru.tu,manual
25036,servis,servis,ser.vis,ser.vis,manual
25037,sesaat,səsaʔat,se.sa.at,sə.sa.ʔat,manual
25038,sesah,səsah,se.sah,sə.sah,manual
25039,sesak,səsaʔ,se.sak,sə.saʔ,manual
25040,sesalan,səsalan,se.sal.an,sə.sal.an,manual
25041,sesal,səsal,se.sal,sə.sal,manual
25042,sesamanya,səsamaɲa,se.sa.man.ya,sə.sa.maɲ.a,LLM
25043,sesama,səsama,se.sa.ma,sə.sa.ma,LLM
25044,sesampai,səsampai,se.sam.pai,sə.sam.pai,LLM
25045,sesanti,səsanti,se.san.ti,sə.san.ti,manual
25046,sesapan,səsapan,se.sap.an,sə.sap.an,manual
25047,sesap,səsap,se.sap,sə.sap,manual
25048,sesar,sesar,se.sar,se.sar,manual
25049,sesar,səsar,se.sar,sə.sar,manual
25050,sesat,səsat,se.sat,sə.sat,manual
25051,sesawi,səsawi,se.sa.wi,sə.sa.wi,manual
25052,sesayat,səsajat,se.sa.yat,sə.sa.jat,manual
25053,se,se,se,se,LLM
25054,se,sə,se,sə,LLM
25055,sesebentar,səsəbəntar,se.se.ben.tar,sə.sə.bən.tar,manual
25056,sesebuah,səsəbuah,se.se.buah,sə.sə.buah,LLM
25057,sesegera,səsəgəra,se.se.ge.ra,sə.sə.gə.ra,manual
25058,sesekali,səsəkali,se.se.ka.li,sə.sə.ka.li,manual
25059,sesenap,səsənap,se.se.nap,sə.sə.nap,manual
25060,sesenggukan,səsəŋgukan,se.seng.guk.an,sə.səŋ.guk.an,manual
25061,seseorang,səsəoraŋ,se.se.o.rang,sə.sə.o.raŋ,manual
25062,sesepuh,səsəpuh,se.se.puh,sə.sə.puh,manual
25063,seserahan,səsərahan,se.se.rah.an,sə.sə.rah.an,manual
25064,sesering,səsəriŋ,se.se.ring,sə.sə.riŋ,LLM
25065,seser,seser,se.ser,se.ser,manual
25066,sesiak,səsiaʔ,se.si.ak,sə.si.aʔ,manual
25067,sesiapa,səsiapa,se.si.a.pa,sə.si.a.pa,LLM
25068,sesibuk,səsibuʔ,se.si.buk,sə.si.buʔ,LLM
25069,sesira,səsira,se.si.ra,sə.si.ra,manual
25070,sesi,sesi,se.si,se.si,manual
25071,sesium,sesium,se.si.um,se.si.um,manual
25072,sesoca,səsotʃa,se.so.ca,sə.so.tʃa,manual
25073,sespan,sespan,ses.pan,ses.pan,manual
25074,sespan,səspan,ses.pan,səs.pan,manual
25075,sesuai,səsuai,se.su.ai,sə.su.ai,manual
25076,sesuap,səsuap,se.su.ap,sə.su.ap,manual
25077,sesuatu,səsuatu,se.su.a.tu,sə.su.a.tu,manual
25078,sesudahnya,səsudahɲa,se.su.dah.nya,sə.su.dah.ɲa,manual
25079,sesudah,səsudah,se.su.dah,sə.su.dah,manual
25080,sesuka,səsuka,se.su.ka,sə.su.ka,manual
25081,sesungguhnya,səsuŋguhɲa,se.sung.guh.nya,sə.suŋ.guh.ɲa,manual
25082,setabelan,sətabəlan,se.ta.be.lan,sə.ta.bə.lan,manual
25083,setagen,sətagen,se.ta.gen,sə.ta.gen,manual
25084,setahap,sətahap,se.ta.hap,sə.ta.hap,manual
25085,setahun,sətahun,se.ta.hun,sə.ta.hun,manual
25086,setahu,sətahu,se.ta.hu,sə.ta.hu,manual
25087,setai,sətai,se.tai,sə.tai,manual
25088,setaka,sətaka,se.ta.ka,sə.ta.ka,manual
25089,setakat,sətakat,se.ta.kat,sə.ta.kat,manual
25090,setala,sətala,se.ta.la,sə.ta.la,manual
25091,setal,sətal,se.tal,sə.tal,manual
25092,setamat,sətamat,se.ta.mat,sə.ta.mat,LLM
25093,setambun,sətambun,se.tam.bun,sə.tam.bun,manual
25094,setana,sətana,se.ta.na,sə.ta.na,manual
25095,setandan,sətandan,se.tan.dan,sə.tan.dan,manual
25096,setanding,sətandiŋ,se.tan.ding,sə.tan.diŋ,LLM
25097,setangan,sətaŋan,se.ta.ngan,sə.ta.ŋan,manual
25098,setanggi,sətaŋgi,se.tang.gi,sə.taŋ.gi,manual
25099,setang,sətaŋ,se.tang,sə.taŋ,manual
25100,setan,setan,se.tan,se.tan,manual
25101,setapak,sətapaʔ,se.ta.pak,sə.ta.paʔ,manual
25102,setaraf,sətaraf,se.ta.raf,sə.ta.raf,manual
25103,setara,sətara,se.ta.ra,sə.ta.ra,manual
25104,seta,səta,se.ta,sə.ta,manual
25105,setat,sətat,se.tat,sə.tat,manual
25106,setawar,sətawar,se.ta.war,sə.ta.war,manual
25107,setebal,sətəbal,se.te.bal,sə.tə.bal,manual
25108,setegak,sətəgaʔ,se.te.gak,sə.tə.gaʔ,manual
25109,seteger,sətegər,se.te.ger,sə.te.gər,manual
25110,seteguk,sətəguʔ,se.te.guk,sə.tə.guʔ,manual
25111,seteheng,səteheŋ,se.te.heng,sə.te.heŋ,manual
25112,setek,səteʔ,se.tek,sə.teʔ,manual
25113,setelah,sətəlah,se.te.lah,sə.tə.lah,manual
25114,setelan,sətelan,se.tel.an,sə.tel.an,manual
25115,setela,sətela,se.te.la,sə.te.la,manual
25116,setelempap,sətələmpap,se.te.lem.pap,sə.tə.ləm.pap,manual
25117,seteleng,səteleŋ,se.te.leng,sə.te.leŋ,manual
25118,setel,sətel,se.tel,sə.tel,manual
25119,seteman,səteman,se.tem.an,sə.tem.an,manual
25120,setempat,sətəmpat,se.tem.pat,sə.təm.pat,LLM
25121,setempuh,sətəmpuh,se.tem.puh,sə.təm.puh,manual
25122,setem,sətem,se.tem,sə.tem,manual
25123,setem,sətəm,se.tem,sə.təm,manual
25124,setengah,sətəŋah,se.teng.ah,sə.təŋ.ah,LLM
25125,setenggar,səteŋgar,se.teng.gar,sə.teŋ.gar,manual
25126,setengkuk,sətəŋkuʔ,se.teng.kuk,sə.təŋ.kuʔ,manual
25127,setentang,sətəntaŋ,se.ten.tang,sə.tən.taŋ,manual
25128,seter,səter,se.ter,sə.ter,manual
25129,seter,setər,se.ter,se.tər,manual
25130,seteru,sətəru,se.te.ru,sə.tə.ru,manual
25131,seterusnya,sətərusɲa,se.te.rus.nya,sə.tə.rus.ɲa,manual
25132,setiabu,sətiabu,se.ti.a.bu,sə.ti.a.bu,manual
25133,setiakawan,sətiakawan,se.ti.a.ka.wan,sə.ti.a.ka.wan,LLM
25134,setiap,sətiap,se.ti.ap,sə.ti.ap,manual
25135,setiar,sətiar,se.ti.ar,sə.ti.ar,manual
25136,setia,sətia,se.tia,sə.tia,manual
25137,setiausaha,sətiausaha,se.ti.a.u.sa.ha,sə.ti.a.u.sa.ha,LLM
25138,setiawan,sətiawan,se.ti.a.wan,sə.ti.a.wan,manual
25139,setiba,sətiba,se.ti.ba,sə.ti.ba,manual
25140,setiga,sətiga,se.ti.ga,sə.ti.ga,manual
25141,setikan,sətikan,se.tik.an,sə.tik.an,manual
25142,setik,sətiʔ,se.tik,sə.tiʔ,manual
25143,setimpal,sətimpal,se.tim.pal,sə.tim.pal,manual
25144,setinggan,sətiŋgan,se.ting.gan,sə.tiŋ.gan,LLM
25145,setinggi,sətiŋgi,se.ting.gi,sə.tiŋ.gi,manual
25146,setingkat,sətiŋkat,se.ting.kat,sə.tiŋ.kat,manual
25147,setip,sətip,se.tip,sə.tip,manual
25148,setirman,sətirman,se.tir.man,sə.tir.man,manual
25149,setir,sətir,se.tir,sə.tir,manual
25150,seti,səti,se.ti,sə.ti,manual
25151,setitik,sətitiʔ,se.ti.tik,sə.ti.tiʔ,LLM
25152,setiwel,sətiwəl,se.ti.wel,sə.ti.wəl,manual
25153,setoka,sətoka,se.to.ka,sə.to.ka,manual
25154,setokin,sətokin,se.to.kin,sə.to.kin,manual
25155,setolop,sətolop,se.to.lop,sə.to.lop,manual
25156,setom,sətom,se.tom,sə.tom,manual
25157,seton,səton,se.ton,sə.ton,manual
25158,setopan,sətopan,se.top.an,sə.top.an,manual
25159,setop,sətop,se.top,sə.top,manual
25160,setoran,sətoran,se.tor.an,sə.tor.an,manual
25161,setori,sətori,se.to.ri,sə.to.ri,manual
25162,setor,sətor,se.tor,sə.tor,manual
25163,setoter,sətotər,se.to.ter,sə.to.tər,manual
25164,setrapan,sətrapan,set.rap.an,sət.rap.an,manual
25165,setrap,sətrap,set.rap,sət.rap,manual
25166,setra,setra,set.ra,set.ra,manual
25167,setrat,sətrat,set.rat,sət.rat,manual
25168,setren,sətren,set.ren,sət.ren,manual
25169,setrikaan,sətrikaʔan,set.ri.ka.an,sət.ri.ka.ʔan,manual
25170,setrika,sətrika,set.ri.ka,sət.ri.ka,manual
25171,setrik,sətriʔ,set.rik,sət.riʔ,manual
25172,setrip,sətrip,set.rip,sət.rip,manual
25173,setruk,sətruʔ,set.ruk,sət.ruʔ,manual
25174,setrum,sətrum,set.rum,sət.rum,manual
25175,setrup,sətrup,set.rup,sət.rup,manual
25176,set,set,set,set,LLM
25177,setti,setti,set.ti,set.ti,manual
25178,setuju,sətudʒu,se.tu.ju,sə.tu.dʒu,LLM
25179,setumpuk,sətumpuʔ,se.tum.puk,sə.tum.puʔ,manual
25180,setum,sətum,se.tum,sə.tum,manual
25181,setung,sətuŋ,se.tung,sə.tuŋ,manual
25182,setup,sətup,se.tup,sə.tup,manual
25183,seturu,səturu,se.tu.ru,sə.tu.ru,manual
25184,seturut,səturut,se.tu.rut,sə.tu.rut,manual
25185,setu,sətu,se.tu,sə.tu,manual
25186,seudati,səudati,seu.da.ti,səu.da.ti,manual
25187,seumpama,səumpama,se.um.pa.ma,sə.um.pa.ma,manual
25188,seumur,səumur,se.u.mur,sə.u.mur,LLM
25189,seusai,səusai,seu.sai,səu.sai,LLM
25190,seusia,səusia,seu.sia,səu.sia,LLM
25191,seutas,səutas,se.u.tas,sə.u.tas,LLM
25192,sewaan,sewaʔan,se.wa.an,se.wa.ʔan,LLM
25193,sewajarnya,səwadʒarɲa,se.wa.jar.nya,sə.wa.dʒa.rɲa,manual
25194,sewakan,sewakan,se.wa.kan,se.wa.kan,LLM
25195,sewaka,sewaka,se.wa.ka,se.wa.ka,manual
25196,sewaktu,səwaʔtu,se.wak.tu,sə.waʔ.tu,manual
25197,sewal,sewal,se.wal,se.wal,manual
25198,sewang,sewaŋ,se.wang,se.waŋ,LLM
25199,sewang,səwaŋ,se.wang,sə.waŋ,LLM
25200,sewarga,səwarga,se.war.ga,sə.war.ga,LLM
25201,sewar,sewar,se.war,se.war,manual
25202,sewa,sewa,se.wa,se.wa,manual
25203,sewat,sewat,se.wat,se.wat,manual
25204,sewenang,səwənaŋ,se.we.nang,sə.wə.naŋ,LLM
25205,sewot,sewot,se.wot,se.wot,manual
25206,sewu,sewu,se.wu,se.wu,manual
25207,sezaman,səzaman,se.za.man,sə.za.man,LLM
25208,shah,shah,shaʔ.h,shah.,LLM
25209,shamsiah,shamsiah,sham.si.ah,sham.si.ah,LLM
25210,sharifah,sharifah,sha.ri.faʔ,sha.ri.fah,LLM
25211,sharif,sharif,sha.rif,sha.rif,LLM
25212,shekh,sheʔh,shekh,sheʔh,LLM
25213,shukur,shukur,shu.kur,shu.kur,LLM
25214,siaga,siaga,si.a.ga,si.a.ga,manual
25215,siakap,siakap,si.a.kap,si.a.kap,manual
25216,sialan,sialan,si.al.an,si.al.an,manual
25217,sial,sial,si.al,si.al,manual
25218,siamang,siamaŋ,si.a.mang,si.a.maŋ,manual
25219,siam,siam,si.am,si.am,manual
25220,siangnya,siaŋɲa,si.ang.nya,si.aŋ.ɲa,LLM
25221,siang,siaŋ,si.ang,si.aŋ,manual
25222,sianida,sianida,si.a.ni.da,si.a.ni.da,manual
25223,siapakah,siapakah,si.a.pa.ʔ.kah,si.a.pa.k.ah,LLM
25224,siapapun,siapapun,si.a.pa.pun,si.a.pa.pun,LLM
25225,siapa,siapa,si.a.pa,si.a.pa,manual
25226,siapkan,siapkan,si.ap.kan,si.ap.kan,LLM
25227,siap,siap,si.ap,si.ap,manual
25228,siaran,siaran,si.a.ran,si.a.ran,LLM
25229,siarkan,siarkan,si.ar.kan,si.ar.kan,LLM
25230,siar,siar,si.ar,si.ar,manual
25231,siasah,siasah,si.a.sah,si.a.sah,LLM
25232,siasat,siasat,si.a.sat,si.a.sat,manual
25233,sia,sia,si.a,si.a,LLM
25234,sibak,sibaʔ,si.bak,si.baʔ,manual
25235,sibernetika,sibernetika,si.ber.ne.ti.ka,si.ber.ne.ti.ka,manual
25236,sibuk,sibuʔ,si.buk,si.buʔ,manual
25237,sidangnya,sidaŋɲa,si.dang.nya,si.daŋ.ɲa,LLM
25238,sidang,sidaŋ,si.dang,si.daŋ,manual
25239,sida,sida,si.da,si.da,manual
25240,sidik,sidiʔ,si.dik,si.diʔ,manual
25241,sifar,sifar,si.far,si.far,LLM
25242,sifatnya,sifatɲa,si.fat.nya,si.fat.ɲa,LLM
25243,sifat,sifat,si.fat,si.fat,manual
25244,sigap,sigap,si.gap,si.gap,manual
25245,sigaret,sigaret,si.ga.ret,si.ga.ret,manual
25246,signifikan,signifikan,sig.ni.fi.kan,sig.ni.fi.kan,manual
25247,sigung,siguŋ,si.gung,si.guŋ,manual
25248,sihir,sihir,si.hir,si.hir,manual
25249,sih,sih,sih,sih,LLM
25250,sijil,sidʒil,si.jil,si.dʒil,manual
25251,sikapnya,sikapɲa,si.kap.nya,si.kap.ɲa,LLM
25252,sikap,sikap,si.kap,si.kap,manual
25253,sikat,sikat,si.kat,si.kat,manual
25254,sikit,sikit,si.kit,si.kit,manual
25255,siklus,siʔlus,sik.lus,siʔ.lus,manual
25256,siksaan,siʔsaʔan,sik.sa.an,siʔ.sa.ʔan,manual
25257,siksa,siʔsa,sik.sa,siʔ.sa,manual
25258,siku,siku,si.ku,si.ku,manual
25259,sikut,sikut,si.kut,si.kut,manual
25260,silakanlah,silakanlah,si.la.kan.lah,si.la.kan.lah,manual
25261,silakan,silakan,si.la.kan,si.la.kan,manual
25262,silam,silam,si.lam,si.lam,manual
25263,silang,silaŋ,si.lang,si.laŋ,manual
25264,silap,silap,si.lap,si.lap,manual
25265,sila,sila,si.la,si.la,manual
25266,silat,silat,si.lat,si.lat,manual
25267,silaturrahmi,silaturrahmi,si.la.tur.rah.mi,si.la.tur.rah.mi,LLM
25268,silau,silau,si.lau,si.lau,manual
25269,silih,silih,si.lih,si.lih,manual
25270,silikat,silikat,si.li.kat,si.li.kat,manual
25271,silikon,silikon,si.li.kon,si.li.kon,manual
25272,silinder,silindər,si.lin.der,si.lin.dər,manual
25273,silogisme,silogismə,si.lo.gis.me,si.lo.gis.mə,manual
25274,silsilah,silsilah,sil.si.lah,sil.si.lah,manual
25275,siluman,siluman,si.lu.man,si.lu.man,LLM
25276,silu,silu,si.lu,si.lu,manual
25277,simak,simaʔ,si.mak,si.maʔ,manual
25278,simbolik,simboliʔ,si.mbo.lik,si.mbo.liʔ,LLM
25279,simbolisme,simbolismə,sim.bol.is.me,sim.bol.is.mə,manual
25280,simbolis,simbolis,sim.bo.lis,sim.bo.lis,manual
25281,simbol,simbol,sim.bol,sim.bol,manual
25282,simetri,simetri,si.met.ri,si.met.ri,manual
25283,simetris,simetris,si.met.ris,si.met.ris,manual
25284,simfoni,simfoni,sim.fo.ni,sim.fo.ni,manual
25285,simpai,simpai,sim.pai,sim.pai,manual
25286,simpanan,simpanan,si.mpa.nan,si.mpa.nan,LLM
25287,simpangan,simpaŋan,sim.pang.an,sim.paŋ.an,manual
25288,simpang,simpaŋ,sim.pang,sim.paŋ,manual
25289,simpanse,simpanse,sim.pan.se,sim.pan.se,manual
25290,simpan,simpan,sim.pan,sim.pan,manual
25291,simpatik,simpatiʔ,sim.pa.tik,sim.pa.tiʔ,manual
25292,simpatisan,simpatisan,sim.pa.ti.san,sim.pa.ti.san,manual
25293,simpati,simpati,sim.pa.ti,sim.pa.ti,manual
25294,simposium,simposium,sim.po.si.um,sim.po.si.um,manual
25295,simptom,simptom,si.mp.tom,si.mp.tom,LLM
25296,simpul,simpul,sim.pul,sim.pul,manual
25297,simulasi,simulasi,si.mu.la.si,si.mu.la.si,manual
25298,simultan,simultan,si.mul.tan,si.mul.tan,manual
25299,sinambung,sinambuŋ,si.nam.bung,si.nam.buŋ,manual
25300,sinaran,sinaran,si.nar.an,si.nar.an,manual
25301,sinar,sinar,si.nar,si.nar,manual
25302,sindiran,sindiran,sin.di.ran,sin.di.ran,LLM
25303,sindir,sindir,sin.dir,sin.dir,manual
25304,sindrom,sindrom,sin.drom,sin.drom,manual
25305,sinergi,sinergi,si.ner.gi,si.ner.gi,manual
25306,sinetron,sinetron,si.net.ron,si.net.ron,manual
25307,singa,siŋa,si.nga,si.ŋa,manual
25308,singgah,siŋgah,sing.gah,siŋ.gah,manual
25309,singgasana,siŋgasana,sing.ga.sa.na,siŋ.ga.sa.na,manual
25310,singkap,siŋkap,sing.kap,siŋ.kap,manual
25311,singkatan,siŋkatan,sing.kat.an,siŋ.kat.an,manual
25312,singkatnya,siŋkatɲa,sin.gkat.nya,siŋkat.ɲa,LLM
25313,singkat,siŋkat,sing.kat,siŋ.kat,manual
25314,singkir,siŋkir,sing.kir,siŋ.kir,manual
25315,singkong,siŋkoŋ,sing.kong,siŋ.koŋ,manual
25316,sinilah,sinilah,si.ni.lah,si.ni.lah,LLM
